,Customer Care Address,Manufacturer,discount,image,productname,selling_price,stylist_notes,sub_category,Colour,Design,Design Length,Design Width,Gross Weight,Material,Sales Package,Surface Finish,Theme,Width,Length,Age Group,Alarm Clock,Case Color,Case Material,Case Shape,Dial Color,Disclamer,Gender,Glass Material,Strap Color,Strap Material,Warranty,Warranty Instructions,Warranty Time,Earring Length,Earring Width,Gemstone Colour,Necklace Length,Chain Length,Pendant Length,Pendant Width,Necklace Width,Size,Stone Weight,Gold Weight,Stone-Weight,Diamond Weight,Hath Phool Bracelet Length,Hath Phool Design Length,Hath Phool Design Width,Hath Phool Length,Hath Phool Ring Design Length,Hath Phool Ring Design Width,Long Necklace Design Length,Long Necklace Design Width,Long Necklace Length,Long Necklace Pendant Length,Long Necklace Pendant Width,Maang Tika Design Length,Small Necklace Design Length,Small Necklace Diameter,Small Necklace Length,Small Necklace Pendant Length,Small Necklace Pendant Width,Small Necklace Width,Maang Tika Chain Length,Maang Tika Side Chain Length,Small Necklace Design Width,Diameter
224,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/782592/large/moksha-inscribed-brass-ring-vmjai40522-ms-20190202-24715-1pn39rv.jpg', 'https://images.voylla.com/i/782594/large/moksha-inscribed-brass-ring-vmjai40522-20190202-24715-1s9ulm0.jpg', 'https://images.voylla.com/i/782596/large/moksha-inscribed-brass-ring-vmjai40522-20190202-24715-1usqccr.jpg', 'https://images.voylla.com/i/782598/large/moksha-inscribed-brass-ring-vmjai40522-20190202-24715-vs8uy2.jpg', 'https://images.voylla.com/i/782600/large/moksha-inscribed-brass-ring-vmjai40522-20190202-24715-1ls6kbh.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Moksha Inscribed Brass Ring,649.0,"Inspired by mythological symbols, this ring has been fashioned out of brass and bears shloka inscriptions. Oxidised plated, the ring can be worn with ethnic and Indo-Western outfits.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,46.99 mm,13.11 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784336/large/adorned-spin-tribal-dome-ring-vmjai40474-ms-20190212-32678-131h3d6.jpg', 'https://images.voylla.com/i/784338/large/adorned-spin-tribal-dome-ring-vmjai40474-20190212-32678-1c4vxlo.jpg', 'https://images.voylla.com/i/784340/large/adorned-spin-tribal-dome-ring-vmjai40474-20190212-32678-z6954h.jpg', 'https://images.voylla.com/i/784342/large/adorned-spin-tribal-dome-ring-vmjai40474-20190212-32678-1jpdvq6.jpg', 'https://images.voylla.com/i/784343/large/adorned-spin-tribal-dome-ring-vmjai40474-20190212-32678-1bljq86.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Dome Ring,649.0,"Dome ring fashioned after the design of fidget toy. Made from brass and oxidised silver plated. Pair with party outfits.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,1.5 mm,1.5 mm,10.46 gms,Brass,1 Ring,Enamel,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784432/large/adorned-spin-tribal-motifs-ring-vmjai40473-ms-20190212-9434-1vwk5ue.jpg', 'https://images.voylla.com/i/784434/large/adorned-spin-tribal-motifs-ring-vmjai40473-20190212-9434-1i0tj5x.jpg', 'https://images.voylla.com/i/784436/large/adorned-spin-tribal-motifs-ring-vmjai40473-20190212-9434-1r6bstj.jpg', 'https://images.voylla.com/i/784438/large/adorned-spin-tribal-motifs-ring-vmjai40473-20190212-9434-1od9i7k.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Motifs Ring,649.0,"Adorned with Warli art inspired motifs, the brass ring has been embellished with enamel details. Oxidised silver plated, lightweight and comfortable.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,0.8 mm,0.8 mm,6.7 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,400.0,"['https://images.voylla.com/i/784367/large/adorned-spin-floral-inspired-ring-vmjai40472-ms-20190212-32678-1xwndez.jpg', 'https://images.voylla.com/i/784369/large/adorned-spin-floral-inspired-ring-vmjai40472-20190212-32678-8bmh36.jpg', 'https://images.voylla.com/i/784371/large/adorned-spin-floral-inspired-ring-vmjai40472-20190212-32678-1wjiox0.jpg', 'https://images.voylla.com/i/784373/large/adorned-spin-floral-inspired-ring-vmjai40472-20190212-32678-469llm.jpg', 'https://images.voylla.com/i/784374/large/adorned-spin-floral-inspired-ring-vmjai40472-20190212-32678-19sa7so.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Floral Inspired Ring,649.0,"Brass ring fashioned after patterns found in Warli art. Oxidised silver plated, the floral ring can be worn with just about everything.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Multicolor,Geometric,1.0 mm,1.0 mm,7.74 gms,,1 Ring,Oxidised,Classic,,,20+ Yrs,,,,,,,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784410/large/adorned-spin-petals-ring-vmjai40471-ms-20190212-9434-wn910m.jpg', 'https://images.voylla.com/i/784412/large/adorned-spin-petals-ring-vmjai40471-20190212-9434-eees1b.jpg', 'https://images.voylla.com/i/784414/large/adorned-spin-petals-ring-vmjai40471-20190212-9434-17ybe41.jpg', 'https://images.voylla.com/i/784416/large/adorned-spin-petals-ring-vmjai40471-20190212-9434-oa78kz.jpg', 'https://images.voylla.com/i/784418/large/adorned-spin-petals-ring-vmjai40471-20190212-9434-ur168p.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Petals Ring,649.0,"Finger ring made from brass and fashioned after patterns found in traditional Warli paintings. Wear the oxidised silver plated petal motifs ring with casual attire.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,0.65 mm,1.75 mm,7.1 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,400.0,"['https://images.voylla.com/i/784421/large/adorned-spin-floral-motifs-ring-vmjai40470-ms-20190212-32678-1b1abiz.jpg', 'https://images.voylla.com/i/784423/large/adorned-spin-floral-motifs-ring-vmjai40470-20190212-32678-1phq1m0.jpg', 'https://images.voylla.com/i/784425/large/adorned-spin-floral-motifs-ring-vmjai40470-20190212-32678-1ob9cau.jpg', 'https://images.voylla.com/i/784427/large/adorned-spin-floral-motifs-ring-vmjai40470-20190212-32678-12m7rpn.jpg', 'https://images.voylla.com/i/784429/large/adorned-spin-floral-motifs-ring-vmjai40470-20190212-32678-v1y3m9.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Floral Motifs Ring,649.0,"Floral motifs adorned brass ring, inspired by design of the popular fidget spinner and adorned with Warli art inspired patterns. Oxidised silver plated, the ring can be worn with just about everything.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Multicolor,Geometric,0.6 mm,0.6 mm,5.6 gms,,1 Ring,Oxidised,Classic,,,20+ Yrs,,,,,,,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784356/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-ms-20190212-32678-1gjex1c.jpg', 'https://images.voylla.com/i/784358/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-20190212-32678-19u9hxt.jpg', 'https://images.voylla.com/i/784360/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-20190212-32678-tsjbfp.jpg', 'https://images.voylla.com/i/784361/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-20190212-32678-18y8f3i.jpg', 'https://images.voylla.com/i/784362/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-20190212-32678-1ny70m9.jpg', 'https://images.voylla.com/i/784364/large/adorned-spin-tribal-figures-tassels-pendant-vmjai40466-20190212-32678-lqdht.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Figures Tassels Pendant,649.0,"Oxidised silver plated brass pendant, inspired from traditional motifs found in Warli art paintings. Wear in a gold or silver rope chain.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,8.35 gms,Brass,1 Pendant; 1 Chain,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,63.5 cm (25.0 inches),8.26 cm (3.25 inches),11.4 mm (0.45 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,400.0,"['https://images.voylla.com/i/784333/large/adorned-spin-long-tassels-pendant-vmjai40465-ms-20190212-9434-za27mo.jpg', 'https://images.voylla.com/i/784334/large/adorned-spin-long-tassels-pendant-vmjai40465-20190212-9434-s28p5r.jpg', 'https://images.voylla.com/i/784335/large/adorned-spin-long-tassels-pendant-vmjai40465-20190212-9434-zco0hh.jpg', 'https://images.voylla.com/i/784337/large/adorned-spin-long-tassels-pendant-vmjai40465-20190212-9434-yjix0h.jpg', 'https://images.voylla.com/i/784339/large/adorned-spin-long-tassels-pendant-vmjai40465-20190212-9434-1n378nu.jpg', 'https://images.voylla.com/i/784341/large/adorned-spin-long-tassels-pendant-vmjai40465-20190212-9434-6rzrse.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Long Tassels Pendant,649.0,"Pendant inspired from motifs found in Warli art and the fidget spinner's design. Made from brass and oxidised silver plated. Pair with any of your faovurite ethnic outfits.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Multicolor,Geometric,,,11.73 gms,,1 Pendant; 1 Chain,Oxidised,Classic,,,20+ Yrs,,,,,,,Women,,,,,,,,,,,64 cm (25.0 inches),10 cm (4.0 inches),3 cm (1.25 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784284/large/adorned-spin-tribal-figured-necklace-vmjai40464-ms-20190212-32678-1nxxo5m.jpg', 'https://images.voylla.com/i/784285/large/adorned-spin-tribal-figured-necklace-vmjai40464-20190212-32678-2glywg.jpg', 'https://images.voylla.com/i/784287/large/adorned-spin-tribal-figured-necklace-vmjai40464-20190212-32678-13a5if2.jpg', 'https://images.voylla.com/i/784289/large/adorned-spin-tribal-figured-necklace-vmjai40464-20190212-32678-1wek6h2.jpg', 'https://images.voylla.com/i/784291/large/adorned-spin-tribal-figured-necklace-vmjai40464-20190212-32678-7sj1lg.jpg', 'https://images.voylla.com/i/784293/large/adorned-spin-tribal-figured-necklace-vmjai40464-20190212-32678-1c4o02d.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Figured Necklace,649.0,"Adorned with tribal figures and motifs found in Warli painting and circular designs inspired by the fidget toy, this necklace has been fashioned out of brass. Wear the oxidised silver plated neckpiece with a casual kurta.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,5.08 cm (2.0 inches),2.54 cm (1.0 inches),11.63 gms,Brass,1 Necklace,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,63.5 cm (25.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/788806/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-ms-20190227-7732-75mtq6.jpg', 'https://images.voylla.com/i/788808/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-20190227-7732-1e51p5v.jpg', 'https://images.voylla.com/i/788810/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-20190227-7732-7nx9se.jpg', 'https://images.voylla.com/i/788812/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-20190227-7732-6qag8p.jpg', 'https://images.voylla.com/i/788814/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-20190227-7732-f9kuzt.jpg', 'https://images.voylla.com/i/788815/large/adorned-spin-tribal-motifs-drop-necklace-vmjai40462-20190227-7732-1vg036v.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Motifs Drop Necklace,649.0,"Fashioned after designs of the fidget toy and Warli art patterns, the necklace has been crafted from brass. Oxidised silver plating and perfect for everyday and work wear.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,9.53 cm (3.75 inches),19.1 mm (0.75 inches),8.0 gms,Brass,1 Necklace,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,63.5 cm (25.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784328/large/adorned-spin-tribal-motifs-drop-earrings-vmjai40460-ms-20190212-32678-1sbcwpx.jpg', 'https://images.voylla.com/i/784329/large/adorned-spin-tribal-motifs-drop-earrings-vmjai40460-20190212-32678-1s4gzen.jpg', 'https://images.voylla.com/i/784330/large/adorned-spin-tribal-motifs-drop-earrings-vmjai40460-20190212-32678-wj605.jpg', 'https://images.voylla.com/i/784331/large/adorned-spin-tribal-motifs-drop-earrings-vmjai40460-20190212-32678-o344sc.jpg', 'https://images.voylla.com/i/784332/large/adorned-spin-tribal-motifs-drop-earrings-vmjai40460-20190212-32678-5q11r6.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Tribal Motifs Drop Earrings,649.0,"Tribal motifs inspired from Warli paintings adorn these earrings, which have been fashioned out of brass. Wear the oxidised silver plated pair with a casual kurta or ethnic skirt.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,4.63 gms,Brass,2 Earrings,Oxidised,Classic,,,,,,,,,,,,,,,,,7.62 cm (3.0 inches),19.1 mm (0.75 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784266/large/adorned-spin-triangles-and-pyramids-earrings-vmjai40458-ms-20190212-32678-bbmw0n.jpg', 'https://images.voylla.com/i/784267/large/adorned-spin-triangles-and-pyramids-earrings-vmjai40458-20190212-32678-ts9p4f.jpg', 'https://images.voylla.com/i/784268/large/adorned-spin-triangles-and-pyramids-earrings-vmjai40458-20190212-32678-jz9fcn.jpg', 'https://images.voylla.com/i/784269/large/adorned-spin-triangles-and-pyramids-earrings-vmjai40458-20190212-32678-15kke93.jpg', 'https://images.voylla.com/i/784270/large/adorned-spin-triangles-and-pyramids-earrings-vmjai40458-20190212-32678-2su5bw.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Triangles and Pyramids Earrings,649.0,"Brass earrings fashioned after the patterns found in Warli art and the fidget toy design. Oxidised silver plated, lightweight and good for everyday wear.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,10.7 gms,Brass,2 Earrings,Oxidised,Classic,,,,,,,,,,,,,,,,,5.08 cm (2.0 inches),19.1 mm (0.75 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784526/large/adorned-spin-enamel-adorned-earrings-vmjai40457-ms-20190212-9434-12php1c.jpg', 'https://images.voylla.com/i/784527/large/adorned-spin-enamel-adorned-earrings-vmjai40457-20190212-9434-216a4r.jpg', 'https://images.voylla.com/i/784528/large/adorned-spin-enamel-adorned-earrings-vmjai40457-20190212-9434-1id6808.jpg', 'https://images.voylla.com/i/784529/large/adorned-spin-enamel-adorned-earrings-vmjai40457-20190212-9434-mqomgh.jpg', 'https://images.voylla.com/i/784530/large/adorned-spin-enamel-adorned-earrings-vmjai40457-20190212-9434-8wtye8.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Enamel Adorned Earrings,649.0,"Drop earrings inspired by tribal motifs found in traditional Warli art. Made from brass and oxidised silver plated. Pair with casual ethnic attire.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,11.3 gms,Brass,2 Earrings,Oxidised,Classic,,,,,,,,,,,,,,,,,5.72 cm (2.25 inches),19.1 mm (0.75 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/784411/large/adorned-spin-dome-and-circle-earrings-vmjai40456-ms-20190212-32678-11v12ni.jpg', 'https://images.voylla.com/i/784413/large/adorned-spin-dome-and-circle-earrings-vmjai40456-20190212-32678-1pdq7ad.jpg', 'https://images.voylla.com/i/784415/large/adorned-spin-dome-and-circle-earrings-vmjai40456-20190212-32678-1ot83zo.jpg', 'https://images.voylla.com/i/784417/large/adorned-spin-dome-and-circle-earrings-vmjai40456-20190212-32678-m16q5k.jpg', 'https://images.voylla.com/i/784419/large/adorned-spin-dome-and-circle-earrings-vmjai40456-20190212-32678-zrliue.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Dome and Circle Earrings,649.0,"Earrings with fidget spinner inspired design and tribal motifs fashioned after patterns found in Warli art. Made from brass and oxidised silver plated. Pair with casual sarees.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,16.61 gms,Brass,2 Earrings,Oxidised,Classic,,,,,,,,,,,,,,,,,7.62 cm (3.0 inches),19.1 mm (0.75 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",400.0,"['https://images.voylla.com/i/789134/large/adorned-spin-lightly-layered-earrings-vmjai40455-ms-20190228-7162-r8w7b9.jpg', 'https://images.voylla.com/i/789135/large/adorned-spin-lightly-layered-earrings-vmjai40455-20190228-7162-12bfubd.jpg', 'https://images.voylla.com/i/789137/large/adorned-spin-lightly-layered-earrings-vmjai40455-20190228-7162-12yeccb.jpg', 'https://images.voylla.com/i/789139/large/adorned-spin-lightly-layered-earrings-vmjai40455-20190228-7162-136s9kr.jpg', 'https://images.voylla.com/i/789141/large/adorned-spin-lightly-layered-earrings-vmjai40455-20190228-7162-2cjmlw.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Adorned Spin Lightly Layered Earrings,649.0,"Lightly layered earrings with floral and tribal motifs fashioned after pattern found in Warli art. Made from brass and oxidised silver plated. Pair with casual sarees.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",College,Silver,Geometric,,,9.16 gms,Brass,2 Earrings,Oxidised,Classic,,,,,,,,,,,,,,,,,4.45 cm (1.75 inches),19.1 mm (0.75 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
